8.65589,11.1939,7.88004,5.93405,10.2487,7.28315,12.2113,11.9205,7.6995,11.0181,9.3552
8.69038,11.4058,7.9093,6.03749,10.3808,7.43685,12.0733,12.2132,7.68853,11.0818,9.37909
9.87215,11.8118,7.86835,6.03347,7.95712,5.86325,9.83024,10.3573,8.69917,8.27969,9.0231
9.69631,11.4765,7.91012,6.08999,7.70554,5.64511,9.14845,10.0061,8.35445,6.58066,9.2218
8.85262,11.3982,7.87279,5.76516,7.96403,6.50651,10.469,10.3893,7.95755,8.99611,9.16847
8.80143,11.6234,8.08969,5.92901,8.23364,6.69626,10.7572,10.7077,7.92363,9.28611,9.16982
8.47825,12.0264,7.3545,6.32266,8.12539,5.72452,7.93047,9.32625,8.88453,5.82254,9.6484
8.18452,11.6266,5.08885,6.31422,7.44623,5.16509,8.94021,7.7164,9.23043,5.12701,9.84794
9.85525,11.3288,7.85571,6.01967,7.78375,5.90101,10.0001,10.4987,8.2534,7.95737,9.04039
9.66462,11.539,7.81122,6.20386,8.09369,5.99905,9.63934,10.3068,8.22385,7.92996,9.23964
9.57589,11.5265,7.78232,6.32372,7.31609,5.65036,8.6334,10.1199,8.64752,6.17573,9.08381
9.51399,11.4704,8.08724,6.27537,7.46307,5.76625,8.76209,10.1521,8.533,6.23884,8.78482
10.1007,11.9647,6.51882,7.62342,7.78189,7.3685,7.9918,8.60276,9.24258,7.36949,8.7716
10.0907,11.8654,6.61787,7.23063,7.3177,7.30574,7.82724,8.45753,9.24006,7.41668,8.65436
10.7607,11.9867,6.74011,8.0407,8.21563,6.29971,8.18553,8.72687,8.40036,7.50337,8.22862
10.8734,11.7973,7.18446,8.5453,8.32907,6.62437,8.30012,8.73002,8.56023,7.48727,8.42479
10.874,10.9354,6.29534,6.87398,7.80864,6.40577,8.51434,8.99567,8.80539,6.4174,9.82206
10.84,11.0842,6.87386,7.26514,7.45208,6.21515,8.81566,9.28147,9.29724,6.62183,9.91556
10.6934,11.1564,6.96122,6.88702,7.79812,5.93491,10.2836,8.92644,8.88919,6.22236,9.8185
10.6927,11.1864,6.51635,7.14526,7.86699,6.17341,10.2683,8.76375,9.00077,6.67247,9.92629
9.98311,11.1483,7.05732,6.75849,7.76651,6.80071,9.38794,9.42749,9.1832,6.96936,9.49441
10.0639,11.2923,7.4648,7.21609,7.69647,6.7168,9.58502,9.77136,9.09369,7.24691,9.47783
9.35023,10.9714,7.24508,6.40052,7.57275,6.58598,9.15999,9.40907,8.2157,6.31132,9.08869
9.39504,10.9921,7.85445,6.39923,7.47899,6.01243,9.41223,9.92298,8.46459,6.2502,9.06774
9.26284,11.0526,7.36155,6.21553,8.66092,6.61156,10.5214,10.4718,8.31308,8.98954,9.23899
9.18941,10.961,7.42818,6.00094,8.73663,6.44354,10.7943,10.6607,7.91225,9.34729,8.98677
11.1505,11.142,6.07117,9.1695,7.00964,8.08724,8.66525,8.09193,9.96035,8.1322,9.05175
10.9142,11.0221,6.39799,9.86406,7.11949,7.71396,9.0378,8.83173,9.77891,8.39874,9.14362
10.8338,10.8,6.67213,9.77484,7.29191,8.09856,8.73126,8.79061,9.88628,8.58174,9.62312
10.8357,11.4023,6.28671,8.88207,7.22973,8.20346,8.59033,8.03491,9.80653,7.64749,9.47691
11.2558,11.1488,5.94177,9.45047,7.07908,7.77022,8.73644,8.20561,9.7555,7.56596,9.13508
10.9322,10.7152,5.6337,9.50894,7.12441,8.03869,8.87097,8.28496,9.59798,7.622,9.47259
10.7497,11.2891,6.11228,8.88503,7.23434,7.97231,8.64621,8.09015,9.93143,7.49875,9.44039
11.1753,11.3032,6.40473,9.55417,7.03389,7.95461,8.97885,8.63583,10.0336,7.94845,9.47157
11.177,10.8965,6.41544,9.82596,7.02321,8.03167,8.58335,8.78954,10.3046,8.41084,9.49842
10.958,10.9072,6.71417,8.99938,7.34456,8.41829,8.99158,8.4025,10.1464,8.43765,9.45522
10.8873,10.4103,6.28666,8.51868,7.17993,8.21464,8.84567,8.761,10.1321,7.81968,9.20796
10.7097,10.4882,6.44027,9.02077,7.26308,8.11019,8.84122,8.80305,9.95094,7.48207,9.52054
10.9929,10.9631,7.11816,9.35305,7.2246,8.57723,9.25812,9.06738,9.97858,7.93409,9.49723
10.6244,10.9137,6.54528,8.49813,7.04068,8.37895,8.86942,8.68962,9.72695,7.10101,9.49172
10.6558,10.3902,5.66217,9.07102,7.21153,8.15332,8.7069,8.29021,9.72534,7.96431,9.64373
10.7618,10.325,6.31252,8.1275,7.15949,8.39674,8.83331,8.13956,9.89114,7.92949,9.14736
11.2367,10.1606,6.683,9.05897,7.09411,8.41117,9.19528,8.6981,10.1767,7.48504,9.67237
10.9643,10.9993,6.9231,9.4338,7.26311,8.56739,9.3072,9.10137,10.134,7.90327,9.80473
10.6653,10.7463,6.66569,8.75291,7.23322,8.39354,9.02824,8.85933,9.93829,7.51739,9.71227
11.1421,10.4955,5.87632,9.43439,7.21064,8.15314,9.16509,8.78469,9.99924,7.91654,9.58218
10.9732,10.3392,6.21361,8.51222,7.10529,8.47119,8.88107,8.5957,10.1613,7.76703,9.21429
11.1869,10.2008,6.67414,9.14016,7.19269,8.46068,9.01412,8.78861,10.1905,7.74635,9.5963
11.0383,11.1241,7.13285,9.34488,7.54692,8.46254,9.3881,9.09921,10.0413,7.8265,9.67486
10.7365,10.677,6.77317,8.58127,7.35523,8.11185,9.09863,8.7273,9.94995,7.21112,9.57197
10.1862,11.2639,5.30912,8.97282,7.03005,7.42298,8.1568,8.70906,9.09336,8.6919,9.2185
10.289,11.3986,4.81796,9.03981,7.24221,7.6947,7.4928,8.51359,9.50947,8.65632,9.61876
9.97606,11.2899,5.32756,8.8467,6.88878,7.38075,7.82612,8.49237,9.37945,8.52184,9.50683
10.1539,11.2583,4.70839,9.21192,7.11762,7.6071,7.68455,8.41477,9.4898,8.30309,9.67482
10.0746,11.3389,4.96719,8.39767,6.71166,6.89185,7.81228,8.32483,8.92583,7.66225,9.42245
9.94908,11.469,4.74179,8.93233,7.46092,7.85352,7.65327,7.90658,9.12944,8.0053,9.75582
10.824,11.7363,5.87976,8.56237,7.08862,8.33519,8.73619,7.49631,9.49339,8.9119,9.92156
10.4321,11.6344,5.93917,8.53279,7.02816,8.32347,8.56597,7.55586,9.66133,8.92231,9.74166
10.9487,11.6178,6.302,8.44514,6.76859,7.94972,8.87016,7.3304,9.87097,9.04012,9.57767
10.3528,11.1421,5.80057,9.01352,6.44303,7.3574,8.51345,8.12033,9.08075,7.61303,9.20888
10.2632,11.4321,6.09575,8.79036,7.02207,7.39841,8.67208,8.49924,9.13905,7.86635,9.30287
10.3425,11.2912,6.11588,8.87077,7.09431,7.69011,8.65056,8.63688,9.23502,8.0321,9.27768
10.0453,11.4602,6.35867,8.49488,6.61037,7.38883,8.70601,8.12289,9.33802,7.41295,9.57059
10.0959,11.4747,5.84663,8.89067,6.7858,6.97038,8.7286,8.26695,9.3138,7.46181,9.4113
10.0827,11.5347,5.97726,8.88447,6.72748,7.35687,8.60055,8.12788,9.31386,7.37915,9.50399
10.4261,11.3292,6.0779,8.99845,7.24824,8.15239,8.97275,8.35525,9.62438,9.35054,9.26154
10.6624,11.2525,6.07086,9.20167,6.89253,7.81065,8.76547,8.59743,9.5217,8.87122,9.26164
10.4097,11.2893,6.06759,9.33353,7.04753,8.01826,8.46818,8.47314,9.5183,9.26651,9.42589
